use,"
ASK {
    ?zoning :permitsUse ""mortuary and funeral homes"" ;
            rdfs:label ""C3"" .
}
",mortuary and funeral homes,Are mortuary and funeral homes allowed in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""mortuary and funeral homes"" ;
            rdfs:label ""C3"" .
}
",C3,Are mortuary and funeral homes allowed in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""mortuary and funeral homes"" ;
            rdfs:label ""C3"" .
}
",mortuary and funeral homes,Are mortuary and funeral homes permitted in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""mortuary and funeral homes"" ;
            rdfs:label ""C3"" .
}
",C3,Are mortuary and funeral homes permitted in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""mortuary and funeral homes"" ;
            rdfs:label ""C4"" .
}
",mortuary and funeral homes,Are mortuary and funeral homes allowed in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""mortuary and funeral homes"" ;
            rdfs:label ""C4"" .
}
",C4,Are mortuary and funeral homes allowed in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""mortuary and funeral homes"" ;
            rdfs:label ""C4"" .
}
",mortuary and funeral homes,Are mortuary and funeral homes permitted in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""mortuary and funeral homes"" ;
            rdfs:label ""C4"" .
}
",C4,Are mortuary and funeral homes permitted in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C1"" .
}
",places of religious worship,Are places of religious worship allowed in a C1 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C1"" .
}
",C1,Are places of religious worship allowed in a C1 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C1"" .
}
",places of religious worship,Are places of religious worship permitted in a C1 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C1"" .
}
",C1,Are places of religious worship permitted in a C1 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C2"" .
}
",places of religious worship,Are places of religious worship allowed in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C2"" .
}
",C2,Are places of religious worship allowed in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C2"" .
}
",places of religious worship,Are places of religious worship permitted in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C2"" .
}
",C2,Are places of religious worship permitted in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C3"" .
}
",places of religious worship,Are places of religious worship allowed in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C3"" .
}
",C3,Are places of religious worship allowed in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C3"" .
}
",places of religious worship,Are places of religious worship permitted in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C3"" .
}
",C3,Are places of religious worship permitted in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C4"" .
}
",places of religious worship,Are places of religious worship allowed in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C4"" .
}
",C4,Are places of religious worship allowed in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C4"" .
}
",places of religious worship,Are places of religious worship permitted in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""C4"" .
}
",C4,Are places of religious worship permitted in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""FI1"" .
}
",places of religious worship,Are places of religious worship allowed in a FI1 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""FI1"" .
}
",FI1,Are places of religious worship allowed in a FI1 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""FI1"" .
}
",places of religious worship,Are places of religious worship permitted in a FI1 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""FI1"" .
}
",FI1,Are places of religious worship permitted in a FI1 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""FI2"" .
}
",places of religious worship,Are places of religious worship allowed in a FI2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""FI2"" .
}
",FI2,Are places of religious worship allowed in a FI2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""FI2"" .
}
",places of religious worship,Are places of religious worship permitted in a FI2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""FI2"" .
}
",FI2,Are places of religious worship permitted in a FI2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""FI3"" .
}
",places of religious worship,Are places of religious worship allowed in a FI3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""FI3"" .
}
",FI3,Are places of religious worship allowed in a FI3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""FI3"" .
}
",places of religious worship,Are places of religious worship permitted in a FI3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""places of religious worship"" ;
            rdfs:label ""FI3"" .
}
",FI3,Are places of religious worship permitted in a FI3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C1"" .
}
",public utility stations,Are public utility stations allowed in a C1 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C1"" .
}
",C1,Are public utility stations allowed in a C1 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C1"" .
}
",public utility stations,Are public utility stations permitted in a C1 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C1"" .
}
",C1,Are public utility stations permitted in a C1 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C2"" .
}
",public utility stations,Are public utility stations allowed in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C2"" .
}
",C2,Are public utility stations allowed in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C2"" .
}
",public utility stations,Are public utility stations permitted in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C2"" .
}
",C2,Are public utility stations permitted in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C3"" .
}
",public utility stations,Are public utility stations allowed in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C3"" .
}
",C3,Are public utility stations allowed in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C3"" .
}
",public utility stations,Are public utility stations permitted in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C3"" .
}
",C3,Are public utility stations permitted in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C4"" .
}
",public utility stations,Are public utility stations allowed in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C4"" .
}
",C4,Are public utility stations allowed in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C4"" .
}
",public utility stations,Are public utility stations permitted in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""public utility stations"" ;
            rdfs:label ""C4"" .
}
",C4,Are public utility stations permitted in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C1"" .
}
",restaurants,Are restaurants allowed in a C1 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C1"" .
}
",C1,Are restaurants allowed in a C1 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C1"" .
}
",restaurants,Are restaurants permitted in a C1 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C1"" .
}
",C1,Are restaurants permitted in a C1 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C2"" .
}
",restaurants,Are restaurants allowed in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C2"" .
}
",C2,Are restaurants allowed in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C2"" .
}
",restaurants,Are restaurants permitted in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C2"" .
}
",C2,Are restaurants permitted in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C3"" .
}
",restaurants,Are restaurants allowed in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C3"" .
}
",C3,Are restaurants allowed in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C3"" .
}
",restaurants,Are restaurants permitted in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C3"" .
}
",C3,Are restaurants permitted in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C4"" .
}
",restaurants,Are restaurants allowed in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C4"" .
}
",C4,Are restaurants allowed in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C4"" .
}
",restaurants,Are restaurants permitted in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""restaurants"" ;
            rdfs:label ""C4"" .
}
",C4,Are restaurants permitted in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" ;
            rdfs:label ""C2"" .
}
",light commercial (excluding wholesale sales),Are light commercial (excluding wholesale sales) allowed in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" ;
            rdfs:label ""C2"" .
}
",C2,Are light commercial (excluding wholesale sales) allowed in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" ;
            rdfs:label ""C2"" .
}
",light commercial (excluding wholesale sales),Are light commercial (excluding wholesale sales) permitted in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" ;
            rdfs:label ""C2"" .
}
",C2,Are light commercial (excluding wholesale sales) permitted in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" ;
            rdfs:label ""C3"" .
}
",light commercial (excluding wholesale sales),Are light commercial (excluding wholesale sales) allowed in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" ;
            rdfs:label ""C3"" .
}
",C3,Are light commercial (excluding wholesale sales) allowed in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" ;
            rdfs:label ""C3"" .
}
",light commercial (excluding wholesale sales),Are light commercial (excluding wholesale sales) permitted in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" ;
            rdfs:label ""C3"" .
}
",C3,Are light commercial (excluding wholesale sales) permitted in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" ;
            rdfs:label ""C4"" .
}
",light commercial (excluding wholesale sales),Are light commercial (excluding wholesale sales) allowed in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" ;
            rdfs:label ""C4"" .
}
",C4,Are light commercial (excluding wholesale sales) allowed in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" ;
            rdfs:label ""C4"" .
}
",light commercial (excluding wholesale sales),Are light commercial (excluding wholesale sales) permitted in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""light commercial (excluding wholesale sales)"" ;
            rdfs:label ""C4"" .
}
",C4,Are light commercial (excluding wholesale sales) permitted in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""group care facilities"" ;
            rdfs:label ""C2"" .
}
",group care facilities,Are group care facilities allowed in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""group care facilities"" ;
            rdfs:label ""C2"" .
}
",C2,Are group care facilities allowed in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""group care facilities"" ;
            rdfs:label ""C2"" .
}
",group care facilities,Are group care facilities permitted in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""group care facilities"" ;
            rdfs:label ""C2"" .
}
",C2,Are group care facilities permitted in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""group care facilities"" ;
            rdfs:label ""C3"" .
}
",group care facilities,Are group care facilities allowed in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""group care facilities"" ;
            rdfs:label ""C3"" .
}
",C3,Are group care facilities allowed in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""group care facilities"" ;
            rdfs:label ""C3"" .
}
",group care facilities,Are group care facilities permitted in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""group care facilities"" ;
            rdfs:label ""C3"" .
}
",C3,Are group care facilities permitted in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""group care facilities"" ;
            rdfs:label ""C4"" .
}
",group care facilities,Are group care facilities allowed in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""group care facilities"" ;
            rdfs:label ""C4"" .
}
",C4,Are group care facilities allowed in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""group care facilities"" ;
            rdfs:label ""C4"" .
}
",group care facilities,Are group care facilities permitted in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""group care facilities"" ;
            rdfs:label ""C4"" .
}
",C4,Are group care facilities permitted in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""physical fitness centers"" ;
            rdfs:label ""C2"" .
}
",physical fitness centers,Are physical fitness centers allowed in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""physical fitness centers"" ;
            rdfs:label ""C2"" .
}
",C2,Are physical fitness centers allowed in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""physical fitness centers"" ;
            rdfs:label ""C2"" .
}
",physical fitness centers,Are physical fitness centers permitted in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""physical fitness centers"" ;
            rdfs:label ""C2"" .
}
",C2,Are physical fitness centers permitted in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""physical fitness centers"" ;
            rdfs:label ""C3"" .
}
",physical fitness centers,Are physical fitness centers allowed in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""physical fitness centers"" ;
            rdfs:label ""C3"" .
}
",C3,Are physical fitness centers allowed in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""physical fitness centers"" ;
            rdfs:label ""C3"" .
}
",physical fitness centers,Are physical fitness centers permitted in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""physical fitness centers"" ;
            rdfs:label ""C3"" .
}
",C3,Are physical fitness centers permitted in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""physical fitness centers"" ;
            rdfs:label ""C4"" .
}
",physical fitness centers,Are physical fitness centers allowed in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""physical fitness centers"" ;
            rdfs:label ""C4"" .
}
",C4,Are physical fitness centers allowed in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""physical fitness centers"" ;
            rdfs:label ""C4"" .
}
",physical fitness centers,Are physical fitness centers permitted in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""physical fitness centers"" ;
            rdfs:label ""C4"" .
}
",C4,Are physical fitness centers permitted in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""religious, cultural and fraternal activities"" ;
            rdfs:label ""C2"" .
}
","religious, cultural and fraternal activities","Are religious, cultural and fraternal activities allowed in a C2 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""religious, cultural and fraternal activities"" ;
            rdfs:label ""C2"" .
}
",C2,"Are religious, cultural and fraternal activities allowed in a C2 zoning district?"
use,"
ASK {
    ?zoning :permitsUse ""religious, cultural and fraternal activities"" ;
            rdfs:label ""C2"" .
}
","religious, cultural and fraternal activities","Are religious, cultural and fraternal activities permitted in a C2 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""religious, cultural and fraternal activities"" ;
            rdfs:label ""C2"" .
}
",C2,"Are religious, cultural and fraternal activities permitted in a C2 zoning district?"
use,"
ASK {
    ?zoning :permitsUse ""religious, cultural and fraternal activities"" ;
            rdfs:label ""C3"" .
}
","religious, cultural and fraternal activities","Are religious, cultural and fraternal activities allowed in a C3 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""religious, cultural and fraternal activities"" ;
            rdfs:label ""C3"" .
}
",C3,"Are religious, cultural and fraternal activities allowed in a C3 zoning district?"
use,"
ASK {
    ?zoning :permitsUse ""religious, cultural and fraternal activities"" ;
            rdfs:label ""C3"" .
}
","religious, cultural and fraternal activities","Are religious, cultural and fraternal activities permitted in a C3 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""religious, cultural and fraternal activities"" ;
            rdfs:label ""C3"" .
}
",C3,"Are religious, cultural and fraternal activities permitted in a C3 zoning district?"
use,"
ASK {
    ?zoning :permitsUse ""religious, cultural and fraternal activities"" ;
            rdfs:label ""C4"" .
}
","religious, cultural and fraternal activities","Are religious, cultural and fraternal activities allowed in a C4 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""religious, cultural and fraternal activities"" ;
            rdfs:label ""C4"" .
}
",C4,"Are religious, cultural and fraternal activities allowed in a C4 zoning district?"
use,"
ASK {
    ?zoning :permitsUse ""religious, cultural and fraternal activities"" ;
            rdfs:label ""C4"" .
}
","religious, cultural and fraternal activities","Are religious, cultural and fraternal activities permitted in a C4 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""religious, cultural and fraternal activities"" ;
            rdfs:label ""C4"" .
}
",C4,"Are religious, cultural and fraternal activities permitted in a C4 zoning district?"
use,"
ASK {
    ?zoning :permitsUse ""rehabilitation centers"" ;
            rdfs:label ""C2"" .
}
",rehabilitation centers,Are rehabilitation centers allowed in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""rehabilitation centers"" ;
            rdfs:label ""C2"" .
}
",C2,Are rehabilitation centers allowed in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""rehabilitation centers"" ;
            rdfs:label ""C2"" .
}
",rehabilitation centers,Are rehabilitation centers permitted in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""rehabilitation centers"" ;
            rdfs:label ""C2"" .
}
",C2,Are rehabilitation centers permitted in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""rehabilitation centers"" ;
            rdfs:label ""C3"" .
}
",rehabilitation centers,Are rehabilitation centers allowed in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""rehabilitation centers"" ;
            rdfs:label ""C3"" .
}
",C3,Are rehabilitation centers allowed in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""rehabilitation centers"" ;
            rdfs:label ""C3"" .
}
",rehabilitation centers,Are rehabilitation centers permitted in a C3 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""rehabilitation centers"" ;
            rdfs:label ""C3"" .
}
",C3,Are rehabilitation centers permitted in a C3 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""rehabilitation centers"" ;
            rdfs:label ""C4"" .
}
",rehabilitation centers,Are rehabilitation centers allowed in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""rehabilitation centers"" ;
            rdfs:label ""C4"" .
}
",C4,Are rehabilitation centers allowed in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""rehabilitation centers"" ;
            rdfs:label ""C4"" .
}
",rehabilitation centers,Are rehabilitation centers permitted in a C4 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""rehabilitation centers"" ;
            rdfs:label ""C4"" .
}
",C4,Are rehabilitation centers permitted in a C4 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""school and colleges operated for profit (including commercial, vocational and trade schools)"" ;
            rdfs:label ""C2"" .
}
","school and colleges operated for profit (including commercial, vocational and trade schools)","Are school and colleges operated for profit (including commercial, vocational and trade schools) allowed in a C2 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""school and colleges operated for profit (including commercial, vocational and trade schools)"" ;
            rdfs:label ""C2"" .
}
",C2,"Are school and colleges operated for profit (including commercial, vocational and trade schools) allowed in a C2 zoning district?"
use,"
ASK {
    ?zoning :permitsUse ""school and colleges operated for profit (including commercial, vocational and trade schools)"" ;
            rdfs:label ""C2"" .
}
","school and colleges operated for profit (including commercial, vocational and trade schools)","Are school and colleges operated for profit (including commercial, vocational and trade schools) permitted in a C2 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""school and colleges operated for profit (including commercial, vocational and trade schools)"" ;
            rdfs:label ""C2"" .
}
",C2,"Are school and colleges operated for profit (including commercial, vocational and trade schools) permitted in a C2 zoning district?"
use,"
ASK {
    ?zoning :permitsUse ""school and colleges operated for profit (including commercial, vocational and trade schools)"" ;
            rdfs:label ""C3"" .
}
","school and colleges operated for profit (including commercial, vocational and trade schools)","Are school and colleges operated for profit (including commercial, vocational and trade schools) allowed in a C3 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""school and colleges operated for profit (including commercial, vocational and trade schools)"" ;
            rdfs:label ""C3"" .
}
",C3,"Are school and colleges operated for profit (including commercial, vocational and trade schools) allowed in a C3 zoning district?"
use,"
ASK {
    ?zoning :permitsUse ""school and colleges operated for profit (including commercial, vocational and trade schools)"" ;
            rdfs:label ""C3"" .
}
","school and colleges operated for profit (including commercial, vocational and trade schools)","Are school and colleges operated for profit (including commercial, vocational and trade schools) permitted in a C3 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""school and colleges operated for profit (including commercial, vocational and trade schools)"" ;
            rdfs:label ""C3"" .
}
",C3,"Are school and colleges operated for profit (including commercial, vocational and trade schools) permitted in a C3 zoning district?"
use,"
ASK {
    ?zoning :permitsUse ""school and colleges operated for profit (including commercial, vocational and trade schools)"" ;
            rdfs:label ""C4"" .
}
","school and colleges operated for profit (including commercial, vocational and trade schools)","Are school and colleges operated for profit (including commercial, vocational and trade schools) allowed in a C4 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""school and colleges operated for profit (including commercial, vocational and trade schools)"" ;
            rdfs:label ""C4"" .
}
",C4,"Are school and colleges operated for profit (including commercial, vocational and trade schools) allowed in a C4 zoning district?"
use,"
ASK {
    ?zoning :permitsUse ""school and colleges operated for profit (including commercial, vocational and trade schools)"" ;
            rdfs:label ""C4"" .
}
","school and colleges operated for profit (including commercial, vocational and trade schools)","Are school and colleges operated for profit (including commercial, vocational and trade schools) permitted in a C4 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""school and colleges operated for profit (including commercial, vocational and trade schools)"" ;
            rdfs:label ""C4"" .
}
",C4,"Are school and colleges operated for profit (including commercial, vocational and trade schools) permitted in a C4 zoning district?"
use,"
ASK {
    ?zoning :permitsUse ""Minor automotive repair"" ;
            rdfs:label ""C2"" .
}
",Minor automotive repair,Are Minor automotive repair allowed in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""Minor automotive repair"" ;
            rdfs:label ""C2"" .
}
",C2,Are Minor automotive repair allowed in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""Minor automotive repair"" ;
            rdfs:label ""C2"" .
}
",Minor automotive repair,Are Minor automotive repair permitted in a C2 zoning district?
zoning,"
ASK {
    ?zoning :permitsUse ""Minor automotive repair"" ;
            rdfs:label ""C2"" .
}
",C2,Are Minor automotive repair permitted in a C2 zoning district?
use,"
ASK {
    ?zoning :permitsUse ""amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)"" ;
            rdfs:label ""C3"" .
}
","amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)","Are amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses) allowed in a C3 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)"" ;
            rdfs:label ""C3"" .
}
",C3,"Are amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses) allowed in a C3 zoning district?"
use,"
ASK {
    ?zoning :permitsUse ""amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)"" ;
            rdfs:label ""C3"" .
}
","amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)","Are amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses) permitted in a C3 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)"" ;
            rdfs:label ""C3"" .
}
",C3,"Are amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses) permitted in a C3 zoning district?"
use,"
ASK {
    ?zoning :permitsUse ""amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)"" ;
            rdfs:label ""C4"" .
}
","amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)","Are amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses) allowed in a C4 zoning district?"
zoning,"
ASK {
    ?zoning :permitsUse ""amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses)"" ;
            rdfs:label ""C4"" .
}
",C4,"Are amusement centers (including bowling alleys, golf driving ranges miniature golf courses, ice rinks, pool and billiard halls, and similar recreational uses) allowed in a C4 zoning district?"
